comparison_id,method,method_version,dataset_id,tier,observation_fraction,algorithm_seed,repeat,timeout_seconds,hardware
baseline-zero-fill-rb-b499fd407e703b79afa93969,zero-fill,1,rb-b499fd407e703b79afa93969,n=10,0.03,94bd32a44da213e5a84a528bbd2c93369aac6905c02ea3ba8c10fa25b5e7f939,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-b777e71acd36609444247412,zero-fill,1,rb-b777e71acd36609444247412,n=6,0.03,130804d3501275f1f30279ebf691a4c01e496fbce1e05f5dbd3179ed9d2c529b,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-b78b8bc49c1e422bc4a37d23,zero-fill,1,rb-b78b8bc49c1e422bc4a37d23,n=8,0.10,96d157182cc55d168c457f884e40ade209334bd4d18738b6cc8c95bf1c17974a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-bc6f03369769dcbe9cf84ae2,zero-fill,1,rb-bc6f03369769dcbe9cf84ae2,n=8,0.10,9b8c218278d0e53bd3495081ead5082c619da2e52d2f0d45b28893e08ce7c41a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-bdfa79ef58fc487e96f0cc61,zero-fill,1,rb-bdfa79ef58fc487e96f0cc61,n=8,0.10,e780253ffad112359563fd03ff2ba7b4aaaf9b1ab47b06a8c0f9221b5273607d,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-c181f83ea49a53a5b8b1c557,zero-fill,1,rb-c181f83ea49a53a5b8b1c557,n=8,0.10,5a750e975ad5fc2604ddad83f7d66dd09482f258e49a387ace4e09df2b99ed37,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-c3d4a67e9970717cacc5e220,zero-fill,1,rb-c3d4a67e9970717cacc5e220,n=10,0.03,3589483f83733698104cea601cf7739d7dd10509bd5b080a5dfd22eb5b4ae438,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-c62791a56ffb5ad37f814481,zero-fill,1,rb-c62791a56ffb5ad37f814481,n=10,0.10,e1fa4c41b359bc236a72b2d8078b00dee878acc92b6d067cd6fe24c65ad612a3,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-c8cad33a39d9208f1e3c6d46,zero-fill,1,rb-c8cad33a39d9208f1e3c6d46,n=8,0.03,678e32d59c442aead5c9cd21984413f8b0cb0106445a3f4c1ebb8a446023ed57,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ca09e6aa54e8138a3fad9150,zero-fill,1,rb-ca09e6aa54e8138a3fad9150,n=6,0.03,7b996c33b5aa34839aead5de8c0d6d7f6816f0b8c18dd61267969135402733ac,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-cae13d1a65a3d7f27ae8a2e7,zero-fill,1,rb-cae13d1a65a3d7f27ae8a2e7,n=8,0.10,eb442c7c4e463922ae441307a19fecdc70b559d1c8ae9769d6bd61cfe4ff63ea,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-cb4e285feb19cd3a29caa0bb,zero-fill,1,rb-cb4e285feb19cd3a29caa0bb,n=10,0.03,a6bd9a8d4337f6e0ba28dac658c22ae9a0021462ccc8f25c5a89b683f12c91ba,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ce2561fc9d626b5533f00d4b,zero-fill,1,rb-ce2561fc9d626b5533f00d4b,n=8,0.10,03bd215d9a5da931445c24c81a8c3f721c19c730f151e8b52affa7c811ace370,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-cf25a5b1d5a8efafdd51bf7a,zero-fill,1,rb-cf25a5b1d5a8efafdd51bf7a,n=8,0.10,a5f1b8c74ba16bdcf480e04c1b2a9c731d0d92c3b35429283f986ec964479a37,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-d11f3d57feee2dfbe5970d16,zero-fill,1,rb-d11f3d57feee2dfbe5970d16,n=10,0.10,750a6fc15b06b1f96947a328bd2876526db8885349a7ffb56adbe7f53898355d,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-d3a3fd239d073e221b859112,zero-fill,1,rb-d3a3fd239d073e221b859112,n=8,0.03,1331d169d38ac1eddfc02f72bf6620c1478a664dbc50e91314fa91fdfbbe87a1,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-d44fdb6f8ced96973e63d5c9,zero-fill,1,rb-d44fdb6f8ced96973e63d5c9,n=8,0.03,184ffe984d177ef63c79dc333d35742baf5cdb180159f47d910497332af0e279,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-d4de8ed72667045da16e77c3,zero-fill,1,rb-d4de8ed72667045da16e77c3,n=8,0.10,3c513d30697d107688238ce46ff3ef7e99d7466bf776e26d5946aa898bc1cb63,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-d51745e1672aab89b27c4254,zero-fill,1,rb-d51745e1672aab89b27c4254,n=8,0.10,90d46ee65a8d1b87d48580e93ee93ed3fa9bada4afc8ed62b2dba0248a1eac55,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-d5f24d6cc8053f86fa9897f0,zero-fill,1,rb-d5f24d6cc8053f86fa9897f0,n=8,0.10,0f082e08fbaa8f03027657763452d32504221fa788baaf2c082772272fb73971,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-d8a69dcafa42777542dcdc1b,zero-fill,1,rb-d8a69dcafa42777542dcdc1b,n=6,0.10,d3b0d17f02a43244d887dfb3b676eda888ff1b3b6c26b00c7afa1cd2ab376012,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-d93381df1cb13c6f89afd46a,zero-fill,1,rb-d93381df1cb13c6f89afd46a,n=10,0.10,9dce350c0f277230949df71a855630f093a3c84dda526696b617a17161c2ac9f,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-d9784ddeba6397cbfb8787d0,zero-fill,1,rb-d9784ddeba6397cbfb8787d0,n=10,0.10,84c9c5f91716391716864776209d52a92bcb42ddc3c6622b6fe1b3a70c67f6fa,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-da7374cb0fef58164fa655aa,zero-fill,1,rb-da7374cb0fef58164fa655aa,n=6,0.10,6ce9fd1d918a94625bff20e6a69a2b1a7b255ab96ab50a37728d2803cba3eb4a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-dd9a932a31514f3ab3757fd1,zero-fill,1,rb-dd9a932a31514f3ab3757fd1,n=8,0.10,0374d79dc0174e7c10adf1bc23501c167a8074a03ff18aea6ee0d16ffd9a5bf9,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ddb55b9fe17affa749f56c09,zero-fill,1,rb-ddb55b9fe17affa749f56c09,n=8,0.10,6a2574a98f8a8eb9bf0b3cccb0a714d8c62722190af2b72f6bfc6216cf61c2fd,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-de5e721f60d53acf293decc4,zero-fill,1,rb-de5e721f60d53acf293decc4,n=6,0.03,5078420fb33cb7ecb3bd837db5aa5b3325009cbf83e65cea2d15d5261a4ce757,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-dee3433466a3a139da006801,zero-fill,1,rb-dee3433466a3a139da006801,n=10,0.10,f8c328a3f2b3a321a191f96569b3a61355b2581c656dcdcf0619847fcefa89bf,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-df511c77d2186aaf6e9b3444,zero-fill,1,rb-df511c77d2186aaf6e9b3444,n=6,0.10,f7ce76397dcd38e6b407bcfd2ef78de1c0560849cef8d5c4d3c1a207dc419ea1,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-dfe6f739b9f05b2db0e432d0,zero-fill,1,rb-dfe6f739b9f05b2db0e432d0,n=6,0.10,d1ba0b07202563d0824bc34f9c35eb4d5becc0128eef912e3f2ce827d440dbd5,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-dff2ed271f2b0f28a1485645,zero-fill,1,rb-dff2ed271f2b0f28a1485645,n=10,0.10,a02a5f344aece93180ae78eecdc440dc4a2113e7f68887f2961f50ceda128594,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-e5a36a28ad8bc492ca3bb36b,zero-fill,1,rb-e5a36a28ad8bc492ca3bb36b,n=6,0.10,e5eae3204f2c3ed620c097bd8a61da4fe613cad86d1509b59bde23f8bd51a665,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-e70a5006cb53f89948ccfb48,zero-fill,1,rb-e70a5006cb53f89948ccfb48,n=6,0.10,727c1464d2685afb0593ba2b0eeeaa071ac252e9fe161238044bd3ac4c0d3c7b,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ea0e8e07f4837fb7e92a0d7c,zero-fill,1,rb-ea0e8e07f4837fb7e92a0d7c,n=8,0.03,c99f592ffdfcca1952d43c1a49549c054964fc415a063e226c00d43c8338743a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-eaad9920b59bdac7127249d2,zero-fill,1,rb-eaad9920b59bdac7127249d2,n=6,0.10,e59fc431602d7a795707046c6a7a0d126b319d91cee757b7ff33adf2ffba918a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-eb6e814a34b99edfa0a39ab5,zero-fill,1,rb-eb6e814a34b99edfa0a39ab5,n=6,0.10,0052d57b7c195d4041db152e225ea7f010d87321219ba0e179e25dcc746778b2,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ebb37e26365db169d5f39bd9,zero-fill,1,rb-ebb37e26365db169d5f39bd9,n=6,0.10,b988aa9f8efd89381ebd4276a9e7d6caac252a116c765ef29185e7fc6e916542,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ebf43d4b89a771015286685c,zero-fill,1,rb-ebf43d4b89a771015286685c,n=6,0.03,22f7daccacaff442069ed4770536b87338ca34394e9e1700481fbb4b73fccfbe,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ecff5200c3b531f997f12713,zero-fill,1,rb-ecff5200c3b531f997f12713,n=10,0.03,1c5f5c945b2faafcb336fd1f14e4c56a09298085ce37152ef5779b3b903ab577,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-edf0892ea4bdff611a39379b,zero-fill,1,rb-edf0892ea4bdff611a39379b,n=6,0.10,d0a86b015800db017a6c39b4c464199c60207d2fbd7c5eba001dacf556258159,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ee420544ff18367bb2330f12,zero-fill,1,rb-ee420544ff18367bb2330f12,n=8,0.03,cb00315ecf3d729d6d9c4c8ebb8c9368d97ddc1581c39a6a8b6f3a86de65da5a,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-f0973fc57413120dd35c3cf3,zero-fill,1,rb-f0973fc57413120dd35c3cf3,n=10,0.10,374ede322a64cba7aa2fba036c04d48a2ae29665b1c73b22010c89037500c544,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-f3170afa9e9a6a58a21fc775,zero-fill,1,rb-f3170afa9e9a6a58a21fc775,n=10,0.10,6eaebfbc20c857b56aac0e68f21cead8dc4fb2464dc1a14d7e413ad88f6b3218,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-f35e309e72323de1d52b26d3,zero-fill,1,rb-f35e309e72323de1d52b26d3,n=8,0.03,12eef49693b6851e9fb7b16df87913a200ebc51e9fc84f12adc6102a20f73de2,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-f6fe818608a9f07a5650f67b,zero-fill,1,rb-f6fe818608a9f07a5650f67b,n=6,0.10,6f30d6d2f7914c26ac3953c96c29027c255ec5e8a7b8ea367443bd9354996a37,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-f7b917399d43255908f83fe0,zero-fill,1,rb-f7b917399d43255908f83fe0,n=8,0.03,090d421708538a258af1aa0e507c13e9b350bfadcb5034e7d7effbf4e64058bf,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-f99977e14ac185a4f39b7826,zero-fill,1,rb-f99977e14ac185a4f39b7826,n=6,0.03,23ffcf94a073f9b045d6c1f09a10d11566926f3923ed8ed7d7b57778ebca9c57,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-fa01cccafcf5efaac6c2617d,zero-fill,1,rb-fa01cccafcf5efaac6c2617d,n=6,0.10,5f65b317e3d36ee478676b48d3947c9a7dd8bd4399ba742ee3ddc6087a1166ac,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-fad29e6bdd20af2706d464db,zero-fill,1,rb-fad29e6bdd20af2706d464db,n=6,0.10,c8aebc0387db6d45febc041e07eba191205b0c6335818b94a00ff9527d2ee1b9,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-fb07bf488d996e2fe00868e9,zero-fill,1,rb-fb07bf488d996e2fe00868e9,n=10,0.03,d21177637ef385b19b70f0a8cf8dcb289e0b57b37fed5f6a2e81d535f37d0eba,0,300,local-darwin-arm64-rust-1.93.0
baseline-zero-fill-rb-ffdd7ac81f62fe6e722330dd,zero-fill,1,rb-ffdd7ac81f62fe6e722330dd,n=10,0.03,24f79e350bb7e836c5cb10fb5f8fe3ae89950c9f5c9644e005d8c8656c7bd64c,0,300,local-darwin-arm64-rust-1.93.0
